simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,F,FF,FF.RS,NL.FF.RS,NL.RS,NL.SE.FF.RS,NL.SE.VF.RS,RS,SE.RS,VF.FF.RS,VF.RS,BAU,contrast,design,NL,VF
,NA,NA,MI21846,IN,MWOR,Main,W,NA,NA,309,362,TO1,"Powell, S. R., Driver, M. K., & Julian, T. E. (2015). The effect of tutoring with nonstandard equations for students with mathematics difficulty. Journal of Learning Disabilities, 48(5), 523-534. doi:10.1177/0022219413512613",Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,"Powell, Driver et al. (2015)",NA,2015,"Powell, Driver et al. (2015)",Match,Randomized Control Trial,87244,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Addition Fluency,Whole Numbers,Whole Numbers Computation,2,19,18,37,183,-0.357,0.32437065872158904,0.10990941828670775,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,NA,MI21846,IN,MWOR,Main,W,NA,NA,310,363,TO1,"Powell, S. R., Driver, M. K., & Julian, T. E. (2015). The effect of tutoring with nonstandard equations for students with mathematics difficulty. Journal of Learning Disabilities, 48(5), 523-534. doi:10.1177/0022219413512613",Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,"Powell, Driver et al. (2015)",NA,2015,"Powell, Driver et al. (2015)",Match,Randomized Control Trial,87244,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Equal Sign Tasks,Whole Numbers,Whole Numbers Computation,2,19,18,37,184,0.41,0.32518026622495905,0.11045875612454559,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,independent,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,NA,MI21846,IN,MWOR,Main,W,NA,NA,311,364,TO1,"Powell, S. R., Driver, M. K., & Julian, T. E. (2015). The effect of tutoring with nonstandard equations for students with mathematics difficulty. Journal of Learning Disabilities, 48(5), 523-534. doi:10.1177/0022219413512613",Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,"Powell, Driver et al. (2015)",NA,2015,"Powell, Driver et al. (2015)",Match,Randomized Control Trial,87244,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Equivalence Problems,Whole Numbers,Whole Numbers Computation,2,19,18,37,185,1.18,0.3486837416409867,0.12700335071914018,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,NA,MI21846,IN,MWOR,Main,W,NA,NA,313,366,TO1,"Powell, S. R., Driver, M. K., & Julian, T. E. (2015). The effect of tutoring with nonstandard equations for students with mathematics difficulty. Journal of Learning Disabilities, 48(5), 523-534. doi:10.1177/0022219413512613",Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,"Powell, Driver et al. (2015)",NA,2015,"Powell, Driver et al. (2015)",Match,Randomized Control Trial,87244,NA,0,NO,NA,NA,NA,Secondary,NA,TX,,NA,NA,NA,Open Equations- Nonstandard equations,Whole Numbers,Whole Numbers Computation,2,19,18,37,187,0.75,0.3329329627126332,0.11578848585427533,Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,NA,MI21846,IN,MWOR,Main,W,NA,NA,314,367,TO1,"Powell, S. R., Driver, M. K., & Julian, T. E. (2015). The effect of tutoring with nonstandard equations for students with mathematics difficulty. Journal of Learning Disabilities, 48(5), 523-534. doi:10.1177/0022219413512613",Standard + nonstandard equations (combined) tutoring vs. Standard equations tutoring,NA,"Powell, Driver et al. (2015)",NA,2015,"Powell, Driver et al. (2015)",Match,Randomized Control Trial,87244,NA,1,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Open Equations- Standard equations,Whole Numbers,Whole Numbers Computation,2,19,18,37,182,0.31,0.3237449276478437,0.10948578315157262,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,,,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VF+FF+RS,BAU,X,X,NA,BAU,VF+FF+RS,BAU,VF or TV + FF or FWOF + RS or RV,BAU,110,25,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,Tier 1: 2; Tier 2: 3,,,,41.96666666666667,,2.5,26,2,,None,,researcher,researcher developed,1,Research assistant (college graduates),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,0,1,0,0,0,0,0,1,0,1,0,-1,VF+FF+RS_BAU,FF+RS_BAU,0,1
,Unique,1,MI21119,IN,MWOR,Main,W,NA,NA,275,329,TO1,"Kanive, R., Nelson, P. M., Burns, M. K., & Ysseldyke, J. (2014). Comparison of the Effects of Computer-Based Practice and Conceptual Understanding Interventions on Mathematics Fact Retention and Generalization. Journal of Educational Research, 107(2), 83-89.",Conceptual understanding intervention vs Math Facts in a Flash (computer-based intervention),NA,Kanive et al. (2014),NA,2014,Kanive et al. (2014),Match,Randomized Control Trial,87457,Unique,1,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Single-skill Curriculum-Based Measures of Mathematics (CBM-M): Multiplication fact fluency,Whole Numbers,Whole Numbers Computation,2,29,28,57,177,-0.176,0.26182310099027395,0.07046876363322098,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,1,MI21119,IN,MWOR,Main,W,NA,NA,272,326,TO1,"Kanive, R., Nelson, P. M., Burns, M. K., & Ysseldyke, J. (2014). Comparison of the Effects of Computer-Based Practice and Conceptual Understanding Interventions on Mathematics Fact Retention and Generalization. Journal of Educational Research, 107(2), 83-89.",Conceptual understanding intervention vs. Control,NA,Kanive et al. (2014),NA,2014,Kanive et al. (2014),Match,Randomized Control Trial,87456,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,"Single-digit multiplication word problem test: Multiplication fact generalization (Kanive, Nelson, Burns, and Ysseldyke 2014)",Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,29,28,57,176,0.164,0.26175660556330094,0.07043297415953677,Conceptual understanding intervention vs. Control,NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,Unique,1,MI21119,IN,MWOR,Main,W,Unique,NA,273,327,TO1,"Kanive, R., Nelson, P. M., Burns, M. K., & Ysseldyke, J. (2014). Comparison of the Effects of Computer-Based Practice and Conceptual Understanding Interventions on Mathematics Fact Retention and Generalization. Journal of Educational Research, 107(2), 83-89.",Conceptual understanding intervention vs. Control,NA,Kanive et al. (2014),NA,2014,Kanive et al. (2014),Match,Randomized Control Trial,87456,Unique,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Single-skill Curriculum-Based Measures of Mathematics (CBM-M): Multiplication fact fluency,Whole Numbers,Whole Numbers Computation,2,29,28,57,175,0.287,0.26265925736743484,0.07091957942269467,NA,NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,independent,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,1,MI21085,IN,MWOR,Main,W,NA,NA,266,320,TO1,"Jitendra, A. K., Rodriguez, M., Kanive, R., Huang, J.-P., Church, C., Corroy, K. A., & Zaslofsky, A. (2013). Impact of small-group tutoring interventions on the mathematical problem solving and achievement of third-grade students with mathematics difficulties. Learning Disability Quarterly, 36(1), 21-35. doi:10.1177/0731948712457561",Word problem intervention vs. Control,NA,"Jitendra, Rodriguez et al. (2013)","Jitendra, Rodriguez et al. (2013)",2013,"Jitendra, Rodriguez et al. (2013)",Match,Randomized Control Trial,86422,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Addition and Subtraction Number Combinations Automaticity,Whole Numbers,Whole Numbers Computation,2,72,64,136,172,-0.397,0.17250154972851547,0.030093333741830066,NA,NA,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,1,MI21085,IN,MWOR,Main,W,NA,NA,267,321,TO1,"Jitendra, A. K., Rodriguez, M., Kanive, R., Huang, J.-P., Church, C., Corroy, K. A., & Zaslofsky, A. (2013). Impact of small-group tutoring interventions on the mathematical problem solving and achievement of third-grade students with mathematics difficulties. Learning Disability Quarterly, 36(1), 21-35. doi:10.1177/0731948712457561",Word problem intervention vs. Control,NA,"Jitendra, Rodriguez et al. (2013)","Jitendra, Rodriguez et al. (2013)",2013,"Jitendra, Rodriguez et al. (2013)",Match,Randomized Control Trial,86422,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,GM,NA,MAP Mathematics,General Mathematics Achievement,General Mathematics Achievement,1,65,59,124,173,0.109,0.1788405745787543,0.03238167518505278,NA,NA,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,0,1,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,TV,BAU,FF+RS+TV,BAU,VF or TV + FF or FWOF + RS or RV,BAU,31,10,Mid-Atlantic region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,2.5,,1,1,2,,None,,researcher,researcher developed,1,Tutors (graduate students and project coordinator),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,1,MI21085,IN,MWOR,Main,W,NA,NA,268,322,TO1,"Jitendra, A. K., Rodriguez, M., Kanive, R., Huang, J.-P., Church, C., Corroy, K. A., & Zaslofsky, A. (2013). Impact of small-group tutoring interventions on the mathematical problem solving and achievement of third-grade students with mathematics difficulties. Learning Disability Quarterly, 36(1), 21-35. doi:10.1177/0731948712457561",Word problem intervention vs. Control,NA,"Jitendra, Rodriguez et al. (2013)","Jitendra, Rodriguez et al. (2013)",2013,"Jitendra, Rodriguez et al. (2013)",Match,Randomized Control Trial,86422,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Mathematical WPS,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,72,64,136,174,0.024,0.17083885388615597,0.02951600653594771,Word problem intervention vs. Control,NA,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,NA,NA,SEO,BAU,FF+RS+SEO,BAU,TES or SEO + FF or FWOF or RS or RV,BAU,107,16,Southeast region,NA,NA,Control,Passive,2,Business as usual core mathematics instruction,,,3,,,,22.5,,1,1,2,,None,,published,researcher developed,1,Tutors (graduate students employed by research grant),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,Unique,1,MI21079,IN,MWOR,Main,W,Unique,NA,261,315,TO1,"Jitendra, A. K., Dupuis, D. N., Rodriguez, M. C., Zaslofsky, A. F., Slater, S., Cozine-Corroy, K., & Church, C. (2013). A Randomized Control Trial of the impact of schema-based instruction on mathematical outcomes for third-grade students with mathematics difficulties. Elementary School Journal, 114(2), 252-276. doi:10.1086/673199",Word problem intervention vs. Control,NA,"Jitendra, Dupuis et al. (2013)","Jitendra, Dupuis et al. (2013)",2013,"Jitendra, Dupuis et al. (2013)",Match,Randomized Control Trial,85370,Unique,1,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,"Word Problem Solving (WPS; Jitendra et al., 2007)",Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,53,56,109,170,0.46,0.19278975127145778,0.03769570958727961,Word problem intervention vs. Control,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,SEO,BAU,FF+RS+SEO,BAU,TES or SEO + FF or FWOF + RS or RV,BAU,110,25,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,Tier 1: 2; Tier 2: 3,,,,41.96666666666667,,2.5,26,2,,None,,researcher,researcher developed,1,Research assistant (college graduates),research staff,1,,,,1,,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,3,4,0,1,1,0,0,0,0,1,0,0,0,-1,FF+RS_BAU,FF+RS_BAU,0,0
,NA,1,MI20760,IN,MWOR,Main,W,NA,NA,181,220,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., ... & Zumeta, R. O. (2009). Remediating number combination and word problem deficits among students with mathematics difficulties: A randomized control trial. Journal of Educational Psychology, 101(3), 561.",Math Flash (number combination intervention) vs. Control,NA,"Fuchs, Powell et al. (2009)",Fuchs et al. (2009),2009,"Fuchs, Powell et al. (2009)",Match,Randomized Control Trial,87215,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Find X,Whole Numbers,Algebra and Algebraic Reasoning,2,44,47,91,140,0.232,0.20869605327275356,0.04429960473568984,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,NA,NA,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,47,9,Oregon,NA,NA,Control,Passive,2,Business as usual core mathematics instruction,,,5,,,,30,,2,2,1,,None,,published,independent,2,District employees and interventionists hired for the study,school personnel and research staff,3,,,,1,,,,,6,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,0,1,0,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20760,IN,MWOR,Main,W,NA,NA,182,221,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., ... & Zumeta, R. O. (2009). Remediating number combination and word problem deficits among students with mathematics difficulties: A randomized control trial. Journal of Educational Psychology, 101(3), 561.",Math Flash (number combination intervention) vs. Control,NA,"Fuchs, Powell et al. (2009)",Fuchs et al. (2009),2009,"Fuchs, Powell et al. (2009)",Match,Randomized Control Trial,87215,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,W,GM,NA,Iowa Test of Basic Skills: Problem Solving and Data Interpretation,General Mathematics Achievement,General Mathematics Achievement,1,44,47,91,141,-0.003,0.20799839481530483,0.04400391792250303,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,21,NA,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,2.5,,,,10,,3,26,3,,None,,independent,independent,2,Tutors (graduate students or paraprofessionals),school personnel and research staff,3,,,,0,,,,,7,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,0,1,0,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20760,IN,MWOR,Main,W,Unique,NA,186,225,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., ... & Zumeta, R. O. (2009). Remediating number combination and word problem deficits among students with mathematics difficulties: A randomized control trial. Journal of Educational Psychology, 101(3), 561.",Math Flash (number combination intervention) vs. Control,NA,"Fuchs, Powell et al. (2009)",Fuchs et al. (2009),2009,"Fuchs, Powell et al. (2009)",Match,Randomized Control Trial,87215,NA,0,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Procedural Calculations Factor Score,Whole Numbers,Whole Numbers Computation,2,44,47,91,145,0.428,0.21036361291931957,0.04501037396645907,Math Flash (number combination intervention) vs. Control,47,0,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,NA,NA,N+SEO,BAU,RS+N+SEO,BAU,N or NL + TES or SEO + RS or RV,BAU,47,9,Oregon,NA,NA,Control,Passive,2,Business as usual core mathematics instruction,,,5,,,,30,,5,26,1,,None,,published,independent,2,District employees and interventionists hired for the study,school personnel and research staff,3,,,,1,,,,,6,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,0,0,0,1,0,0,0,-1,RS_BAU,RS_BAU,0,0
